Time/s,Satellite number,Measured Doppler/Hz,Sat_position_x/m,Sat_position_y/m,Sat_position_z/m,Sat_velocity_x/(m/s),Sat_velocity_y/(m/s),Sat_velocity_z/(m/s),Predicted Doppler/Hz,User_latitude,User_longitude,User_height
403.8101398,19,16998.14599,-1052389.634,6089276.92,3603748.177,-731.4569851,3689.872727,-6427.490401,16995.77929,,,
403.8327546,57,-14889.87269,-4664165.542,5096236.046,1866406.531,-1305.94998,1452.848249,-7189.198699,-14889.05819,,,
404.0126408,19,15654.6687,-1061153.101,6133628.861,3525365.5,-711.0807428,3610.720143,-6474.754381,15648.41525,,,
404.0846408,19,15157.97247,-1064209.346,6149166.087,3497358.719,-703.8421429,3582.428327,-6491.308476,15150.43859,,,
404.1566501,19,14643.67977,-1067234.714,6164582.91,3469277.076,-696.6061999,3554.055701,-6507.732572,14642.56795,,,
404.2076423,19,14283.05702,-1069358.17,6175425.841,3449348.78,-691.4844742,3533.917777,-6519.2829,14277.03279,,,
404.2286408,19,14128.63352,-1070228.062,6179873.043,3441132.043,-689.3759174,3525.613855,-6524.019991,14125.09497,,,
404.3006408,19,13599.71851,-1073190.547,6195042.115,3412913.292,-682.1486716,3497.09236,-6540.176737,13597.93778,,,
404.5166468,19,11960.27526,-1081891.094,6239808.997,3327839.916,-660.4922044,3411.075431,-6587.848249,11960.26731,,,
404.7161855,57,-19207.29432,-4725978.957,5165701.059,1482670.266,-1026.156507,1167.169873,-7286.097187,-19210.3447,,,
404.7326408,19,10248.08502,-1090310.76,6283454.364,3242161.284,-638.8797488,3324.400557,-6634.310255,10242.84798,,,
404.8046408,19,9659.973635,-1093055.191,6297753.075,3213468.106,-631.6858131,3295.363613,-6649.528332,9653.849239,,,
404.8256316,19,9481.949801,-1093849.442,6301898.067,3205090.595,-629.5895331,3286.884786,-6653.939513,9480.66416,,,
404.8976337,19,8885.379664,-1096553.839,6316034.93,3176312.136,-622.4025575,3257.755035,-6668.983141,8881.741427,,,
404.9081909,57,-20030.24635,-4737449.521,5178785.282,1398626.588,-965.2000542,1104.29709,-7304.210275,-20026.56427,,,
405.2921308,19,5482.841182,-1110820.912,6391245.982,3017503.312,-583.1328444,3096.91873,-6748.988571,5482.690006,,,
405.5456575,19,3225.456035,-1119500.076,6437561.779,2914463.571,-558.0017788,2992.484893,-6798.230245,3217.955901,,,
405.6521309,19,2254.315601,-1123031.185,6456538.171,2870969.103,-547.4746338,2948.383855,-6818.399155,2254.907095,,,
405.6566375,19,2222.782372,-1123179.176,6457335.153,2869125.302,-547.0294332,2946.514105,-6819.246142,2214.035514,,,
405.6567242,19,2222.88208,-1123182.006,6457350.478,2869089.842,-547.0208653,2946.478146,-6819.262425,2213.249397,,,
405.9146283,19,-128.8338101,-1131449.92,6502114.929,2763196.458,-521.5947691,2839.062846,-6866.824269,-133.8992356,,,
406.0166375,19,-1055.643838,-1134611.687,6519360.919,2721111.436,-511.567259,2796.355905,-6885.141962,-1063.100684,,,
406.0167242,19,-1071.70668,-1134614.332,6519375.463,2721075.634,-511.5587408,2796.31957,-6885.157405,-1063.889491,,,
406.0586284,19,-1453.989658,-1135895.354,6526384.016,2703755.218,-507.4445751,2778.740412,-6892.600486,-1445.07721,,,
406.1306284,19,-2105.853471,-1138072.27,6538322.846,2673951.694,-500.382556,2748.487892,-6905.278159,-2098.858723,,,
406.2026285,19,-2745.788464,-1140218.701,6550130.864,2644093.683,-493.3294901,2718.175306,-6917.815205,-2750.641804,,,
406.27013,19,-3355.532527,-1142203.348,6561082.06,2616052.314,-486.7253988,2689.702714,-6929.440959,-3359.364611,,,
406.3421386,19,-4001.574686,-1144291.059,6572637.24,2586086.955,-479.6893683,2659.271962,-6941.706232,-4005.695886,,,
406.3767242,19,-4311.698509,-1145282.975,6578140.4,2571675.893,-476.3133392,2644.635405,-6947.546957,-4314.851521,,,
406.3856289,19,-4393.801117,-1145537.246,6579552.381,2567963.507,-475.4444739,2640.864753,-6949.045488,-4394.30497,,,
406.3856508,19,-4389.447804,-1145537.863,6579555.851,2567954.379,-475.4423353,2640.855483,-6949.049169,-4394.500223,,,
406.4186411,19,-4687.623064,-1146475.775,6584769.372,2554193.81,-472.2246332,2626.878319,-6954.582016,-4688.314258,,,
406.4861347,19,-5277.608871,-1148374.802,6595349.24,2526007.635,-465.6480232,2598.245416,-6965.808767,-5286.57235,,,
406.4861642,19,-5285.890945,-1148375.626,6595353.837,2525995.309,-465.6451513,2598.232894,-6965.813645,-5286.832879,,,
406.5581642,19,-5922.372559,-1150372.086,6606512.116,2495877.332,-458.638972,2567.633035,-6977.652486,-5920.415855,,,
406.7021425,19,-7172.452257,-1154273.712,6628428.238,2435498.58,-444.6589567,2506.274245,-7000.900099,-7171.117965,,,
406.7456303,19,-7535.39378,-1155428.465,6634943.535,2417222.312,-440.4444821,2487.697673,-7007.809856,-7544.168505,,,
406.7456509,19,-7541.625837,-1155429.002,6634946.608,2417213.66,-440.4424866,2487.688879,-7007.813113,-7544.344454,,,
406.7741304,19,-7784.238476,-1156179.259,6639187.093,2405235.051,-437.684555,2475.512531,-7012.309981,-7787.373793,,,
406.8461308,19,-8394.852189,-1158055.04,6649814.797,2374917.267,-430.7194999,2444.691048,-7023.579024,-8397.087215,,,
406.918138,19,-8990.338052,-1159900.913,6660310.225,2344548.234,-423.7645135,2413.812859,-7034.706043,-8999.794568,,,
406.9181642,19,-8999.011359,-1159901.577,6660314.011,2344537.201,-423.7619907,2413.801641,-7034.710056,-9000.012017,,,
407.062132,19,-10181.24407,-1163502.116,6680897.398,2283676.162,-409.8894111,2351.906469,-7056.526816,-10182.33437,,,
407.1056508,19,-10533.3723,-1164566.93,6687014.046,2265242.16,-405.7047818,2333.155648,-7063.008581,-10533.44421,,,
407.162633,19,-10986.17054,-1165944.653,6694948.922,2241079.798,-400.2318424,2308.575503,-7071.41612,-10988.56728,,,
407.2061642,19,-11331.58317,-1166984.563,6700954.064,2222601.836,-396.0556761,2289.776131,-7077.778219,-11332.6529,,,
407.2346332,19,-11547.61085,-1167658.756,6704854.813,2210508.438,-393.3267871,2277.471482,-7081.91048,-11555.96226,,,
407.2346575,19,-11563.27924,-1167659.334,6704858.132,2210498.113,-393.3244603,2277.460976,-7081.913997,-11556.15229,,,
407.3786342,19,-12663.56648,-1170997.591,6724263.03,2149231.001,-379.5517946,2215.112819,-7102.466278,-12664.07036,,,
407.3786575,19,-12663.195,-1170998.115,6724266.124,2149221.084,-379.5495703,2215.102725,-7102.469553,-12664.24648,,,
407.4296346,19,-13038.71891,-1172151.589,6731007.456,2127486.325,-374.6846064,2192.980148,-7109.607758,-13047.72708,,,
407.4296608,19,-13053.4996,-1172152.181,6731010.908,2127475.133,-374.6821049,2192.968755,-7109.611413,-13047.92325,,,
407.594636,19,-14249.78926,-1175783.22,6752363.049,2056987.972,-358.9798163,2121.208499,-7132.214338,-14256.39043,,,
407.5946575,19,-14253.92976,-1175783.682,6752365.78,2056978.789,-358.9777782,2121.199149,-7132.217228,-14256.54433,,,
407.6666575,19,-14759.61868,-1177319.693,6761461.549,2026146.729,-352.1453309,2089.802892,-7141.842795,-14768.0387,,,
407.7386373,19,-15271.21699,-1178825.814,6770419.088,1995282.067,-345.3274934,2058.369008,-7151.320229,-15269.56341,,,
407.7386576,19,-15260.05409,-1178826.238,6770421.59,1995273.372,-345.3255772,2058.360152,-7151.322877,-15269.70323,,,
407.7896378,19,-15610.1416,-1179875.157,6776683.628,1973388.645,-340.504566,2036.069147,-7157.947235,-15618.92128,,,
407.7896608,19,-15610.82021,-1179875.636,6776686.445,1973378.737,-340.5023883,2036.059054,-7157.950216,-15619.07822,,,
407.8826387,19,-16239.67195,-1181750.701,6787931.408,1933413.53,-331.7266076,1995.346233,-7169.843386,-16243.11622,,,
407.8826676,19,-16242.02432,-1181751.277,6787934.865,1933401.107,-331.7238858,1995.333577,-7169.847042,-16243.30745,,,
407.9546395,19,-16715.82231,-1183169.134,6796483.18,1902419.868,-324.9458732,1963.767763,-7178.885956,-16714.90362,,,
407.9546575,19,-16717.73361,-1183169.484,6796485.305,1902412.101,-324.9441761,1963.759849,-7178.888203,-16715.02051,,,
408.0266575,19,-17184.85222,-1184558.629,6804900.442,1871379.998,-318.1768752,1932.137845,-7187.784392,-17176.78058,,,
408.0986575,19,-17618.60004,-1185918.549,6813178.882,1840309.78,-311.4230955,1900.472651,-7196.534149,-17628.52455,,,
408.1496415,19,-17945.64577,-1186863.922,6818958.16,1818285.907,-306.6489475,1878.024412,-7202.641294,-17942.36372,,,
408.1496608,19,-17940.52091,-1186864.275,6818960.339,1818277.553,-306.6471376,1878.015896,-7202.643596,-17942.48175,,,
408.1541454,19,-17970.89943,-1186946.725,6819465.394,1816339.448,-306.2275344,1876.040343,-7203.177256,-17969.84736,,,
408.2756543,59,17394.9338,-3912997.983,4645876.57,3778087.294,-2623.671634,2944.181546,-6316.994608,17395.42854,,,
408.3401438,19,-19079.79303,-1190267.277,6839944.04,1735830.966,-288.872007,1793.961542,-7224.809128,-19070.94718,,,
408.3476775,59,16999.25528,-3924292.293,4658556.068,3750750.64,-2603.480999,2924.053781,-6334.74643,17000.96834,,,
408.4196502,59,16599.74265,-3935491.434,4671139.637,3723356.796,-2583.264495,2903.868191,-6352.356957,16598.81747,,,
408.4196775,59,16603.82453,-3935495.671,4671144.382,3723346.399,-2583.256831,2903.860522,-6352.363607,16598.66343,,,
408.5141485,19,-20040.14734,-1193198.809,6858271.561,1660300.064,-272.7215819,1716.931512,-7244.156887,-20041.82678,,,
408.5141675,19,-20036.66182,-1193199.125,6858273.515,1660291.815,-272.7198266,1716.923098,-7244.15895,-20041.92963,,,
408.5171575,59,16035.31255,-3950524.408,4688048.257,3686123.38,-2555.812567,2876.407108,-6376.009261,16041.27358,,,
408.5561808,19,-20271.80045,-1193881.697,6862578.043,1642024.982,-268.8330379,1698.289982,-7248.70133,-20267.91248,,,
408.5636486,59,15764.86309,-3957635.477,4696053.584,3668322.059,-2542.69835,2863.267823,-6387.20287,15770.28978,,,
408.635648,59,15337.67477,-3968575.922,4708378.728,3640692.297,-2522.357011,2842.861198,-6404.431069,15344.07851,,,
408.6356775,59,15334.77214,-3968580.39,4708383.764,3640680.952,-2522.348662,2842.852815,-6404.438107,15343.9021,,,
408.707682,59,14904.02005,-3979433.619,4720621.447,3612975.012,-2501.967622,2822.374267,-6421.537147,14909.72668,,,
408.8441568,19,-21736.01705,-1198297.433,6890816.454,1516517.024,-242.3280557,1570.226685,-7278.48145,-21731.04287,,,
408.8441808,19,-21732.15342,-1198297.778,6890818.715,1516506.547,-242.3258566,1570.215991,-7278.483832,-21731.15863,,,
408.8741505,19,-21867.40328,-1198731.056,6893630.223,1503415.853,-239.5814275,1556.854919,-7281.446911,-21875.01836,,,
408.8771679,59,13851.36131,-4004632.017,4749076.424,3547470.703,-2453.846075,2773.895698,-6461.268702,13856.73158,,,
408.9161814,19,-22067.96649,-1199330.402,6897532.738,1485047.874,-235.7370052,1538.106347,-7285.559181,-22074.17329,,,
408.9956775,59,13085.27463,-4021960.289,4768679.188,3501429.86,-2420.076983,2739.770282,-6488.617555,13094.96694,,,
409.1396775,59,12142.77228,-4042692.049,4792170.773,3445226.269,-2378.913706,2698.05544,-6521.367247,12141.8569,,,
409.2371631,59,11479.93839,-4056524.952,4807869.079,3407017.763,-2350.96717,2669.661423,-6543.237005,11479.98513,,,
409.3826742,59,10464.46987,-4076867.955,4830991.167,3349749.981,-2309.136181,2627.050889,-6575.426207,10468.04809,,,
409.5266412,59,9438.457905,-4096635.1,4853500.628,3292815.619,-2267.614677,2584.62615,-6606.735808,9439.953237,,,
409.6316406,59,8679.817971,-4110825.376,4869685.76,3251122.354,-2237.249657,2553.519369,-6629.231842,8674.294525,,,
409.670653,59,8392.874737,-4116048.987,4875649.316,3235595.307,-2225.950263,2541.926487,-6637.517126,8386.592293,,,
409.6706742,59,8384.555959,-4116051.814,4875652.555,3235586.861,-2225.944115,2541.920182,-6637.52162,8386.435459,,,
409.74264,59,7843.556946,-4125618.301,4886582.179,3206893.497,-2205.075912,2520.48513,-6652.70126,7851.340014,,,
409.8146397,59,7304.537436,-4135099.038,4897424.186,3178121.349,-2184.166798,2498.975833,-6667.752618,7310.565442,,,
409.9586391,59,6214.17638,-4153789.2,4918828.73,3120383.49,-2142.257147,2455.766371,-6697.44774,6213.964418,,,
409.9916389,59,5968.223238,-4158021.332,4923681.289,3107115.908,-2132.635969,2445.828619,-6704.176142,5960.044983,,,
410.1026386,59,5104.992858,-4172116.769,4939858.898,3062391.323,-2100.228591,2412.305132,-6726.59744,5099.505674,,,
410.2106642,59,4250.083302,-4185627.091,4955388.199,3018722.732,-2068.623864,2379.538188,-6748.105421,4253.451106,,,
410.2826642,59,3690.246929,-4194517.986,4965620.473,2989540.235,-2047.523836,2357.621827,-6762.268956,3685.488839,,,
410.3381661,59,3237.227296,-4201309.365,4973443.438,2967003.015,-2031.239792,2340.685714,-6773.093091,3245.744643,,,
410.4266378,59,2541.203519,-4212022.842,4985796.67,2931003.919,-2005.249194,2313.614599,-6790.177565,2541.810451,,,
410.4266642,59,2532.670992,-4212026.006,4985800.34,2930993.17,-2005.241433,2313.606516,-6790.182629,2541.600089,,,
410.4986642,59,1962.219369,-4220642.912,4995747.397,2901629.793,-1984.060002,2291.508423,-6803.932192,1966.488535,,,
410.6426376,59,820.3433683,-4237598.824,5015350.898,2842737.235,-1941.626856,2247.14175,-6831.010412,812.2360363,,,
410.6426642,59,812.1004933,-4237601.929,5015354.473,2842726.343,-1941.619019,2247.133535,-6831.015358,812.022585,,,
410.6981587,59,361.5380702,-4244039.601,5022808.119,2819964.135,-1925.235998,2229.969394,-6841.304201,366.1776839,,,
410.9306376,59,-1503.037508,-4270414.736,5053409.935,2724240.431,-1856.445583,2157.689498,-6883.505381,-1501.688138,,,
410.9306642,59,-1497.621668,-4270417.701,5053413.363,2724229.47,-1856.43772,2157.681209,-6883.510115,-1501.901046,,,
411.0026379,59,-2085.659183,-4278388.496,5062682.568,2694475.916,-1835.09059,2135.182569,-6896.279338,-2078.701712,,,
411.0026642,59,-2079.119249,-4278391.397,5062685.937,2694465.026,-1835.082781,2135.17433,-6896.283981,-2078.912396,,,
411.1061381,59,-2907.182325,-4289689.012,5075841.359,2651593.474,-1804.352802,2102.729792,-6914.395739,-2905.524899,,,
411.2501485,59,-4054.094656,-4305094.704,5093814.477,2591741.49,-1761.50808,2057.382741,-6939.118607,-4048.685265,,,
411.2501675,59,-4055.953197,-4305096.723,5093816.823,2591733.561,-1761.502411,2057.376728,-6939.121839,-4048.835748,,,
411.3941698,59,-5181.837982,-4320130.951,5111396.128,2531673.761,-1718.574952,2011.811823,-6963.277854,-5180.531335,,,
411.4271387,59,-5440.902211,-4323520.792,5115365.416,2517894.035,-1708.735242,2001.349235,-6968.728563,-5437.701197,,,
411.4271675,59,-5446.71619,-4323523.742,5115368.873,2517881.998,-1708.726648,2001.340095,-6968.73331,-5437.925402,,,
411.4661388,59,-5734.567306,-4327505.622,5120034.081,2501579.639,-1697.090064,1988.958064,-6975.137968,-5740.887025,,,
411.5381391,59,-6301.72869,-4334790.621,5128576.907,2471421.524,-1675.575997,1966.040666,-6986.861178,-6297.498363,,,
411.6101394,59,-6841.25199,-4341982.629,5137020.631,2441213.051,-1654.042516,1943.069978,-6998.442076,-6849.768605,,,
411.6821397,59,-7398.306252,-4349081.577,5145365.013,2410954.83,-1632.490093,1920.046446,-7009.880426,-7397.358959,,,
411.6821675,59,-7405.855268,-4349084.302,5145368.205,2410943.157,-1632.481784,1920.03756,-7009.884807,-7397.569078,,,
411.75414,59,-7932.51675,-4356087.383,5153609.798,2380647.54,-1610.919252,1896.970575,-7021.17597,-7939.944548,,,
411.7541675,59,-7936.405672,-4356090.038,5153612.926,2380635.967,-1610.911018,1896.96176,-7021.180253,-7940.150578,,,
411.7871719,59,-8190.19338,-4359270.263,5157358.915,2366727.089,-1601.017069,1886.366578,-7026.310223,-8187.109088,,,
411.8711409,59,-8802.372579,-4367272.967,5166794.687,2331294.874,-1575.828369,1859.361658,-7039.226148,-8810.190078,,,
411.8981408,59,-9005.069521,-4369819.24,5169799.792,2319888.013,-1567.724031,1850.66351,-7043.337794,-9008.890867,,,
411.8981689,59,-9004.515626,-4369821.875,5169802.908,2319876.161,-1567.715611,1850.654472,-7043.342054,-9009.096839,,,
411.9431411,59,-9342.336937,-4374033.883,5174777.012,2300861.66,-1554.211373,1836.15055,-7050.145754,-9338.217914,,,
411.9431719,59,-9342.153915,-4374036.753,5174780.406,2300848.632,-1554.202122,1836.14061,-7050.150394,-9338.442509,,,
411.946162,22,20307.84215,-765494.5055,5892672.29,3981644.262,-665.3468238,4101.670686,-6179.389135,20312.47788,,,
412.1127375,59,-10554.97471,-4389589.864,5193182.301,2228992.156,-1503.227257,1781.277312,-7075.298914,-10557.68258,,,
412.1591424,59,-10881.05293,-4393755.847,5198120.925,2209283.023,-1489.261646,1766.214718,-7082.042087,-10885.10307,,,
412.1591708,59,-10893.24709,-4393758.395,5198123.934,2209270.936,-1489.253085,1766.205477,-7082.046202,-10885.30289,,,
412.2311429,59,-11380.82362,-4400142.676,5205700.462,2178665.943,-1467.580445,1742.80353,-7092.385955,-11387.57138,,,
412.2311708,59,-11383.3797,-4400145.143,5205703.373,2178654.064,-1467.57204,1742.794442,-7092.389937,-11387.76481,,,
412.3031708,59,-11891.2884,-4406438.197,5213181.571,2147992.82,-1445.876153,1719.334583,-7102.589191,-11883.31136,,,
412.4471708,59,-12854.20116,-4418742.955,5227833.418,2086539.711,-1402.441742,1672.27028,-7122.553419,-12852.97946,,,
412.4726508,59,-13023.04245,-4420881.136,5230383.592,2075648.082,-1394.75057,1663.922656,-7126.025589,-13021.51211,,,
412.4727375,59,-13031.94989,-4420888.378,5230392.254,2075611.026,-1394.724403,1663.894255,-7126.037368,-13022.08382,,,
412.5191451,59,-13333.75593,-4424752.415,5235004.098,2055760.12,-1380.711946,1648.675227,-7132.314518,-13326.63728,,,
412.5191708,59,-13329.23178,-4424754.555,5235006.64,2055749.099,-1380.704171,1648.666775,-7132.317985,-13326.80539,,,
412.5911708,59,-13791.0721,-4430672.22,5242077.793,2024916.618,-1358.953651,1625.016333,-7141.937251,-13793.1243,,,
412.8326508,59,-15296.27173,-4449832.865,5265045.822,1921210.398,-1285.916455,1545.358893,-7173.135798,-15301.04771,,,
412.8327444,59,-15307.3058,-4449840.08,5265054.506,1921170.115,-1285.88812,1545.327921,-7173.147572,-15301.61523,,,
